word,zipf,pos,age_band
goobers,1.85,NNS,7-9
goode,1.85,NN,10-12
goodhearted,1.85,JJ,all
goodwood,1.85,NN,7-9
goofiness,1.85,NN,all
gores,1.85,NNS,7-9
gorgeousness,1.85,NN,7-9
gorier,1.85,JJR,10-12
gossamers,1.85,NNS,10-12
gossipers,1.85,NNS,7-9
gownsmen,1.85,NNS,10-12
gracey,1.85,NN,all
gradation,1.85,NN,10-12
grahamsville,1.85,NN,10-12
granby,1.85,NN,7-9
grandees,1.85,NNS,10-12
grandpappy,1.85,NN,10-12
granth,1.85,NN,10-12
grapeshot,1.85,NN,all
grapnels,1.85,NNS,10-12
gratias,1.85,NNS,10-12
gratin,1.85,NN,all
gre,1.85,NN,7-9
greenbriers,1.85,NNS,7-9
greenhand,1.85,NN,all
grees,1.85,NNS,all
grenadiers,1.85,NNS,10-12
grenfell,1.85,NN,10-12
greylag,1.85,NN,10-12
grier,1.85,NN,all
grifter,1.85,NN,all
grimiest,1.85,JJS,7-9
grindstones,1.85,NNS,7-9
gringa,1.85,NN,all
gritstone,1.85,NN,10-12
grizzel,1.85,NN,10-12
grizzles,1.85,NNS,10-12
grond,1.85,NN,all
gropingly,1.85,RB,10-12
gros,1.85,NNS,10-12
grosser,1.85,JJR,7-9
grosso,1.85,NN,10-12
grouching,1.85,VBG,7-9
groundsheets,1.85,NNS,10-12
grouting,1.85,VBG,7-9
grumps,1.85,NNS,7-9
gtc,1.85,NN,7-9
guerilla,1.85,NN,all
guestbook,1.85,NN,7-9
guesthouses,1.85,NNS,10-12
guestroom,1.85,NN,10-12
guglio,1.85,NN,all
guidings,1.85,NNS,10-12
guiltiness,1.85,NN,10-12
guiscard,1.85,NN,10-12
gulag,1.85,NN,10-12
gule,1.85,NN,10-12
gullets,1.85,NNS,10-12
gumming,1.85,VBG,7-9
gump,1.85,NN,all
guncotton,1.85,NN,all
gunfighter,1.85,NN,7-9
gunmakers,1.85,NNS,all
gunnel,1.85,NN,10-12
gunrunning,1.85,NN,all
gur,1.85,NN,7-9
gurnards,1.85,NNS,10-12
gusanos,1.85,NNS,10-12
gustily,1.85,RB,all
guzzlers,1.85,NNS,7-9
gy,1.85,NN,10-12
gyokuro,1.85,NN,all
gypsum,1.85,NN,7-9
ha'penny,1.85,NN,10-12
hackberry,1.85,NN,10-12
hacksaws,1.85,NNS,10-12
hacky,1.85,JJ,10-12
hadith,1.85,NN,all
haida,1.85,NN,all
haikus,1.85,NN,10-12
haints,1.85,NNS,10-12
hairbreadth,1.85,NN,10-12
haircare,1.85,NN,7-9
hairlike,1.85,JJ,7-9
hajj,1.85,NN,7-9
hales,1.85,NNS,all
halfa,1.85,NN,10-12
halfmoon,1.85,NN,10-12
halli,1.85,NN,10-12
halloumi,1.85,NN,7-9
halma,1.85,NN,10-12
haltered,1.85,VBD,7-9
hamzah,1.85,NN,10-12
handballs,1.85,NNS,10-12
handclasp,1.85,NN,10-12
handedness,1.85,NN,10-12
handfast,1.85,NN,all
handless,1.85,JJ,7-9
handwork,1.85,NN,10-12
handwrite,1.85,VB,7-9
hankered,1.85,VBN,all
harare,1.85,NN,all
harbison,1.85,NN,10-12
hardboiled,1.85,VBN,7-9
hardcovers,1.85,NNS,7-9
hardliners,1.85,NNS,all
harems,1.85,NNS,10-12
hargeisa,1.85,NN,10-12
harkee,1.85,NN,10-12
harmlessness,1.85,NN,7-9
harmonised,1.85,VBN,7-9
harte,1.85,NN,all
hasa,1.85,JJ,10-12
hase,1.85,NN,all
haulage,1.85,NN,7-9
haulers,1.85,NNS,all
havanas,1.85,NNS,10-12
havarti,1.85,NN,all
haversacks,1.85,NNS,10-12
hawksmoor,1.85,NN,all
haycock,1.85,NN,all
hazelwood,1.85,NN,10-12
hazes,1.85,NNS,10-12
hazier,1.85,JJR,7-9
hb,1.85,NN,7-9
headbutts,1.85,VBZ,10-12
headforemost,1.85,NN,all
headful,1.85,NN,10-12
headshot,1.85,NN,10-12
headsmen,1.85,NNS,7-9
hearkened,1.85,VBD,10-12
heartbreaks,1.85,NNS,7-9
hearthstones,1.85,NNS,7-9
heartier,1.85,JJR,10-12
heartsore,1.85,JJ,10-12
heavings,1.85,NNS,7-9
heckles,1.85,NNS,10-12
heedful,1.85,JJ,10-12
hegelian,1.85,JJ,all
heids,1.85,NNS,10-12
heighth,1.85,NN,all
heim,1.85,NN,all
hein,1.85,NN,10-12
heine,1.85,NN,all
hele,1.85,JJ,all
heliograph,1.85,NN,all
heliotropes,1.85,NNS,10-12
heliport,1.85,NN,10-12
hemispherical,1.85,JJ,10-12
hendon,1.85,JJ,7-9
henning,1.85,NN,10-12
herbaceous,1.85,JJ,10-12
hereat,1.85,RB,7-9
hereinafter,1.85,NN,all
hereunder,1.85,RB,10-12
heritages,1.85,NNS,7-9
hermaphrodites,1.85,NNS,7-9
herophile,1.85,NN,all
herve,1.85,NN,10-12
herzegovina,1.85,NN,7-9
hesperides,1.85,NNS,7-9
heston,1.85,NN,10-12
hethen,1.85,NN,all
hews,1.85,VBZ,10-12
hexing,1.85,VBG,10-12
hibachi,1.85,NN,all
hibernated,1.85,VBD,7-9
hibernates,1.85,VBZ,10-12
hiccoughed,1.85,VBN,7-9
hiccoughing,1.85,NN,7-9
hidalgos,1.85,NNS,all
hideaways,1.85,NNS,10-12
hidy,1.85,NN,10-12
hiera,1.85,NN,7-9
higbee,1.85,NN,all
highfalutin,1.85,JJ,10-12
hilaire,1.85,NN,10-12
hilo,1.85,NN,all
hindustan,1.85,NN,10-12
hipflask,1.85,NN,all
hipparchus,1.85,NN,10-12
hispanics,1.85,NNS,10-12
hissings,1.85,NNS,7-9
hite,1.85,NN,all
hitman,1.85,NN,7-9
hobnobbing,1.85,VBG,10-12
hocked,1.85,VBN,7-9
hoedown,1.85,NN,7-9
hoff,1.85,NN,7-9
hoh,1.85,NN,10-12
holdout,1.85,NN,all
holdouts,1.85,NNS,all
holguin,1.85,NN,10-12
holistic,1.85,JJ,all
holstering,1.85,VBG,7-9
holyhead,1.85,NN,10-12
hombre,1.85,NN,10-12
homebrew,1.85,NN,10-12
homecomings,1.85,NNS,7-9
hometowns,1.85,NNS,7-9
hominidae,1.85,NN,10-12
hominy,1.85,NN,7-9
honcho,1.85,NN,7-9
honeydews,1.85,NNS,7-9
honeysuckles,1.85,NNS,10-12
hookworm,1.85,NN,7-9
hooliganism,1.85,NN,10-12
hooroo,1.85,NN,10-12
hoos,1.85,NNS,7-9
hoovervilles,1.85,NNS,10-12
hopei,1.85,NN,10-12
horehound,1.85,NN,10-12
horizontals,1.85,NNS,all
hornless,1.85,JJ,7-9
horribleness,1.85,NN,10-12
horsehide,1.85,NN,all
horsetails,1.85,NNS,10-12
hotchkiss,1.85,NNS,10-12
hotheadedness,1.85,NN,10-12
hough,1.85,NN,10-12
houndstooth,1.85,JJ,10-12
howsomever,1.85,NN,all
huac,1.85,NN,10-12
hubby,1.85,NN,7-9
hucksters,1.85,NNS,all
hughie,1.85,NN,all
hugin,1.85,NN,all
humanize,1.85,VB,all
humiliates,1.85,VBZ,7-9
humourlessly,1.85,RB,7-9
humpbacks,1.85,NNS,10-12
hunh,1.85,NN,10-12
hurdlers,1.85,NNS,all
hurty,1.85,JJ,7-9
hushaby,1.85,JJ,all
huss,1.85,VB,all
hydrofluoric,1.85,JJ,all
hydroponics,1.85,NNS,all
hydroxide,1.85,NN,10-12
hye,1.85,NN,all
hygeia,1.85,NN,10-12
hyman,1.85,NN,all
hyperalert,1.85,NN,10-12
hypersphere,1.85,NN,all
hyperventilation,1.85,NN,all
hyping,1.85,VBG,7-9
hypo,1.85,NN,7-9
hypocritically,1.85,RB,all
hz,1.85,NN,all
iain,1.85,NN,all
icc,1.85,NN,7-9
iconography,1.85,NN,all
ics,1.85,NNS,10-12
ided,1.85,VBD,10-12
identifiers,1.85,NNS,all
identikit,1.85,JJ,7-9
iditarod,1.85,NN,7-9
idolatrous,1.85,JJ,10-12
illiberal,1.85,JJ,10-12
ils,1.85,VBZ,all
iman,1.85,NN,7-9
imitative,1.85,JJ,10-12
immiserate,1.85,VB,all
immolation,1.85,NN,all
immunodeficiency,1.85,NN,10-12
immunologist,1.85,NN,10-12
impassible,1.85,JJ,7-9
impatiens,1.85,NNS,7-9
impeached,1.85,VBN,10-12
imperators,1.85,NNS,all
impinge,1.85,VB,all
implanting,1.85,VBG,all
implodes,1.85,VBZ,7-9
impoundment,1.85,NN,all
imprecation,1.85,NN,10-12
impregnate,1.85,VB,7-9
impugn,1.85,VB,10-12
impugning,1.85,VBG,10-12
impulsion,1.85,NN,7-9
inanities,1.85,NNS,10-12
inanition,1.85,NN,all
inanity,1.85,NN,all
inapplicable,1.85,JJ,all
inaugurate,1.85,VB,10-12
inbounds,1.85,VBZ,7-9
incan,1.85,JJ,7-9
incapacitation,1.85,NN,7-9
incase,1.85,RB,10-12
inchoate,1.85,JJ,10-12
incineration,1.85,NN,all
incognita,1.85,NN,all
incoherency,1.85,NN,all
incompetently,1.85,RB,10-12
incompetents,1.85,NNS,all
incomprehensibility,1.85,NN,all
increment,1.85,NN,all
incriminated,1.85,VBD,7-9
incrustation,1.85,NN,all
indention,1.85,NN,all
indices,1.85,NNS,10-12
indicting,1.85,VBG,all
indictments,1.85,NNS,all
indicts,1.85,VBZ,10-12
indigence,1.85,NN,10-12
indissoluble,1.85,JJ,all
inductees,1.85,NNS,10-12
induna,1.85,NN,all
inequities,1.85,NNS,10-12
ineradicable,1.85,JJ,all
infamously,1.85,RB,7-9
infatuations,1.85,NNS,10-12
infertility,1.85,NN,all
inflected,1.85,VBN,all
inflexion,1.85,NN,all
inflow,1.85,NN,all
infomercial,1.85,NN,10-12
infringing,1.85,VBG,all
ingham,1.85,NN,10-12
inglenook,1.85,NN,7-9
inglorious,1.85,JJ,10-12
inhered,1.85,VBD,all
inhibitors,1.85,NNS,10-12
initialled,1.85,VBN,7-9
inkpots,1.85,NNS,10-12
inkstone,1.85,NN,7-9
innuendoes,1.85,NNS,all
inquietude,1.85,NN,all
inseparably,1.85,RB,all
insets,1.85,NNS,7-9
instal,1.85,JJ,all
instanced,1.85,VBD,10-12
instinctually,1.85,RB,all
institutionalised,1.85,VBN,all
insufficiency,1.85,NN,10-12
integrationist,1.85,JJ,10-12
integument,1.85,NN,all
intelligentsia,1.85,NN,all
interceptor,1.85,NN,10-12
interchangeably,1.85,RB,7-9
interdependence,1.85,NN,10-12
interdependent,1.85,JJ,10-12
interdicted,1.85,VBN,all
interfaith,1.85,JJ,all
interlocutors,1.85,NNS,all
internalize,1.85,VB,10-12
internals,1.85,NNS,10-12
interposes,1.85,VBZ,all
interrogatories,1.85,NNS,all
interstates,1.85,NNS,all
intimidatingly,1.85,RB,all
intonations,1.85,NNS,10-12
intuit,1.85,VB,10-12
inundate,1.85,VB,all
inundating,1.85,VBG,7-9
inveighed,1.85,VBD,all
invert,1.85,VB,10-12
invincibilities,1.85,NNS,all
invocations,1.85,NNS,10-12
iod,1.85,NN,all
ipswich,1.85,NN,7-9
ironman,1.85,NN,all
irredeemable,1.85,JJ,10-12
irreducible,1.85,JJ,all
irreligious,1.85,JJ,10-12
irremediably,1.85,RB,all
irruption,1.85,NN,all
ise,1.85,NN,10-12
ised,1.85,VBN,10-12
islams,1.85,NNS,10-12
isn,1.85,NN,10-12
isobars,1.85,NNS,10-12
isolationist,1.85,JJ,all
italicized,1.85,VBN,7-9
itineraries,1.85,NNS,7-9
itza,1.85,NN,10-12
iw,1.85,PRP,7-9
jackasses,1.85,NNS,10-12
jacobites,1.85,NNS,10-12
jacquard,1.85,NN,10-12
jagger,1.85,NN,10-12
jaggy,1.85,NN,7-9
jagiellonian,1.85,JJ,all
jainism,1.85,NN,10-12
jamar,1.85,NN,7-9
janette,1.85,NN,10-12
janitress,1.85,NN,all
janka,1.85,NN,all
japanned,1.85,VBN,all
japed,1.85,VBD,all
jaunting,1.85,VBG,10-12
javelinas,1.85,NNS,10-12
jawbones,1.85,NNS,10-12
jawbreakers,1.85,NNS,7-9
jcs,1.85,NNS,10-12
jeanettes,1.85,NNS,all
jehangir,1.85,NN,all
jellylike,1.85,JJ,10-12
jeopardising,1.85,VBG,10-12
jeremiahs,1.85,NNS,all
jewesses,1.85,NNS,all
jibs,1.85,NNS,7-9
jiggy,1.85,NN,7-9
jiminy,1.85,NN,all
jived,1.85,VBD,7-9
jobcentre,1.85,NN,10-12
jointure,1.85,NN,10-12
jolla,1.85,NN,all
jolliness,1.85,NN,10-12
joly,1.85,NN,all
joon,1.85,NN,all
josep,1.85,NN,10-12
jouissance,1.85,NN,all
judd,1.85,NN,10-12
jugged,1.85,VBN,10-12
juliane,1.85,NN,10-12
jung,1.85,NN,all
juniata,1.85,NN,7-9
junket,1.85,NN,7-9
junta,1.85,NN,10-12
jurisdictional,1.85,JJ,all
kae,1.85,NNS,all
kalinga,1.85,NN,10-12
kandinsky,1.85,NN,7-9
kappas,1.85,NNS,10-12
karatas,1.85,NNS,7-9
karee,1.85,NN,7-9
karlsruhe,1.85,NN,10-12
karts,1.85,NNS,7-9
kasbahs,1.85,NNS,all
katas,1.85,NNS,all
katydid,1.85,NN,7-9
kaunas,1.85,NNS,all
kawaguchi,1.85,NNS,all
kazim,1.85,NN,all
keating,1.85,NN,all
kedgerees,1.85,NNS,10-12
keelhauled,1.85,VBN,7-9
kelson,1.85,NN,10-12
kendo,1.85,NN,all
kerbstone,1.85,NN,7-9
kerchunk,1.85,NN,7-9
kets,1.85,NNS,7-9
keyboardist,1.85,NN,all
keyless,1.85,JJ,7-9
keyword,1.85,NN,10-12
khaled,1.85,VBD,10-12
khu,1.85,NN,all
kibbeh,1.85,NN,7-9
kiddos,1.85,NNS,10-12
kiefer,1.85,NN,10-12
kike,1.85,NN,10-12
kilogrammes,1.85,NNS,10-12
kimchi,1.85,NN,all
kina,1.85,NN,10-12
kinde,1.85,NN,all
kindergartens,1.85,NNS,7-9
kindlings,1.85,NNS,10-12
kinfolk,1.85,NNS,all
kinnear,1.85,NN,10-12
kirtles,1.85,NNS,10-12
kissel,1.85,NN,10-12
kiver,1.85,VB,10-12
klatch,1.85,NN,10-12
klutzy,1.85,JJ,7-9
knarls,1.85,NNS,all
knavery,1.85,NN,all
knickknack,1.85,NN,10-12
knockoffs,1.85,NNS,7-9
knotgrass,1.85,NN,10-12
knucklehead,1.85,NN,7-9
knuckleheads,1.85,NNS,7-9
kobolds,1.85,NNS,10-12
kolokolo,1.85,JJ,7-9
konrad,1.85,JJ,all
koodoo,1.85,NN,7-9
koreans,1.85,NNS,7-9
kota,1.85,NN,10-12
krause,1.85,NN,10-12
kroner,1.85,NN,all
krystal,1.85,JJ,all
kudus,1.85,NN,10-12
kudzu,1.85,NN,10-12
kulak,1.85,NN,all
kurdistan,1.85,NN,all
kwashiorkor,1.85,NN,10-12
lacewing,1.85,NN,7-9
lacewings,1.85,NNS,7-9
laddies,1.85,NNS,all
laity,1.85,NN,all
lambdas,1.85,NNS,all
laminations,1.85,NNS,7-9
laminitis,1.85,NN,7-9
lammy,1.85,NN,7-9
landis,1.85,NN,10-12
landowning,1.85,JJ,10-12
langham,1.85,NN,all
langland,1.85,NN,all
lanolin,1.85,NN,10-12
laozi,1.85,NN,10-12
laparoscopy,1.85,NN,10-12
larded,1.85,VBN,all
larked,1.85,VBD,7-9
lasciviously,1.85,RB,all
lassa,1.85,NN,10-12
lathers,1.85,VBZ,all
latricia,1.85,NN,10-12
laud,1.85,NN,all
laudatory,1.85,JJ,10-12
lauding,1.85,VBG,10-12
lauer,1.85,NN,all
laughers,1.85,NNS,10-12
laundresses,1.85,NNS,10-12
laurin,1.85,NN,10-12
lavenders,1.85,NNS,7-9
lawgiver,1.85,NN,10-12
layoffs,1.85,NNS,all
lazzaro,1.85,NN,10-12
leafier,1.85,JJR,7-9
leaflike,1.85,JJ,10-12
leaker,1.85,NN,all
leakproof,1.85,JJ,10-12
leat,1.85,NN,10-12
leatherback,1.85,JJ,10-12
leatherworker,1.85,NN,10-12
leavening,1.85,NN,10-12
legatee,1.85,NN,all
legislated,1.85,VBN,all
legoland,1.85,NN,10-12
lemed,1.85,VBD,all
lenten,1.85,JJ,10-12
leonie,1.85,NN,all
leonis,1.85,NN,10-12
lepage,1.85,NN,all
lepidoptera,1.85,NN,10-12
lessness,1.85,NN,all
letha,1.85,NN,all
leveraging,1.85,VBG,10-12
leveret,1.85,NN,10-12
levitt,1.85,NN,10-12
levying,1.85,VBG,all
leys,1.85,NNS,10-12
lianna,1.85,NN,all
libbed,1.85,VBN,all
liberates,1.85,VBZ,10-12
libido,1.85,NN,10-12
lichee,1.85,NN,all
licht,1.85,NN,10-12
lickspittles,1.85,NNS,all
lifesavers,1.85,NNS,7-9
liftman,1.85,NN,10-12
lig,1.85,NN,10-12
lightfooted,1.85,VBN,10-12
lightheadedness,1.85,NN,all
lightheartedness,1.85,NN,7-9
lightyear,1.85,NN,7-9
likest,1.85,JJS,10-12
lillibullero,1.85,NN,all
limboed,1.85,VBD,7-9
linds,1.85,NNS,10-12
lineament,1.85,NN,all
lingam,1.85,NN,all
lingeringly,1.85,RB,all
linux,1.85,NN,7-9
liquidy,1.85,JJ,10-12
listerine,1.85,NN,10-12
lites,1.85,NNS,10-12
lithograph,1.85,NN,10-12
litigious,1.85,JJ,all
littoral,1.85,JJ,all
liveable,1.85,JJ,7-9
livening,1.85,VBG,7-9
liverworts,1.85,NNS,10-12
livre,1.85,NN,7-9
llc,1.85,NN,all
loafed,1.85,VBD,10-12
lobo,1.85,NN,10-12
lobotomized,1.85,VBN,all
loci,1.85,NNS,all
lockable,1.85,JJ,7-9
locomotor,1.85,NN,10-12
locum,1.85,NN,10-12
lodes,1.85,NNS,10-12
loftiness,1.85,NN,all
logarithm,1.85,NN,7-9
lonesomeness,1.85,NN,10-12
longbowmen,1.85,NN,all
longinus,1.85,NN,10-12
longmont,1.85,NN,all
lookalikes,1.85,NNS,10-12
loosestrife,1.85,NN,7-9
lostness,1.85,NN,7-9
loused,1.85,VBD,all
lovat,1.85,NN,all
lowden,1.85,NN,7-9
lowdown,1.85,NN,7-9
lowermost,1.85,JJS,10-12
lowlights,1.85,NNS,10-12
loxias,1.85,NNS,10-12
lts,1.85,VBZ,all
luffing,1.85,VBG,all
lukey,1.85,NN,7-9
lullay,1.85,NN,7-9
lumbar,1.85,NN,all
lumen,1.85,NN,10-12
luminarias,1.85,NNS,10-12
luminaries,1.85,NNS,10-12
lummox,1.85,NN,7-9
lumpiness,1.85,NN,all
luoyang,1.85,NN,10-12
lurve,1.85,NN,7-9
lusciously,1.85,RB,10-12
lycanthrope,1.85,NN,all
lym,1.85,NN,10-12
lynchets,1.85,NNS,10-12
lyrically,1.85,RB,10-12
m'sieur,1.85,NN,all
maat,1.85,NN,7-9
macedonian,1.85,JJ,10-12
machel,1.85,NN,all
machinegun,1.85,JJ,7-9
machinist,1.85,NN,7-9
machismo,1.85,NN,10-12
macintyre,1.85,NN,all
madeiras,1.85,NN,10-12
madrepores,1.85,NNS,10-12
maggiore,1.85,NN,10-12
magritte,1.85,NN,all
maidan,1.85,NN,all
maier,1.85,NN,all
maitland,1.85,NN,all
maja,1.85,NN,7-9
malawis,1.85,NN,7-9
maleness,1.85,NN,10-12
malfeasance,1.85,NN,10-12
maliciousness,1.85,NN,7-9
maligning,1.85,VBG,10-12
mallon,1.85,NN,all
malus,1.85,NN,10-12
malvin,1.85,NN,7-9
managements,1.85,NNS,10-12
manannan,1.85,NN,all
manchus,1.85,NN,all
mandalay,1.85,NN,10-12
mande,1.85,NN,all
mandi,1.85,NN,all
mandible,1.85,NN,7-9
mandragora,1.85,NN,10-12
mandrill,1.85,NN,7-9
maneuverable,1.85,JJ,all
mang,1.85,NN,10-12
manichaean,1.85,JJ,all
manit,1.85,NN,10-12
manley,1.85,NN,all
mannie,1.85,NN,10-12
manso,1.85,NN,10-12
manson,1.85,NN,all
mantelpieces,1.85,NNS,10-12
mantrap,1.85,NN,7-9
manyatta,1.85,NN,all
marduk,1.85,NN,all
marengo,1.85,NN,10-12
margay,1.85,NN,7-9
margherita,1.85,NN,7-9
marianas,1.85,NNS,10-12
maribeth,1.85,NN,10-12
marketers,1.85,NNS,all
markup,1.85,NN,10-12
martello,1.85,NN,10-12
martingale,1.85,NN,10-12
masaryk,1.85,NN,all
masochism,1.85,NN,all
masqueraders,1.85,NNS,all
massys,1.85,NNS,10-12
masting,1.85,NN,10-12
matchlock,1.85,NN,10-12
matchlocks,1.85,NNS,10-12
matildas,1.85,NNS,7-9
matriarchal,1.85,JJ,all
matriarchy,1.85,NN,10-12
matriculate,1.85,VB,10-12
matrilineal,1.85,JJ,10-12
maulvi,1.85,NN,all
maurer,1.85,NN,all
mawkish,1.85,JJ,all
maxillary,1.85,JJ,10-12
mayoral,1.85,JJ,7-9
mccook,1.85,NN,7-9
mcwilliams,1.85,NNS,7-9
meadowland,1.85,NN,10-12
meane,1.85,NN,all
meanies,1.85,NNS,7-9
meatier,1.85,JJR,10-12
mechanised,1.85,JJ,all
mecklenburg,1.85,NN,all
medea,1.85,NN,10-12
medeah,1.85,NN,all
medes,1.85,NNS,10-12
medias,1.85,NNS,10-12
mediating,1.85,VBG,all
mediators,1.85,NNS,all
medicinally,1.85,RB,7-9
medulla,1.85,NN,7-9
meerschaum,1.85,NN,10-12
megacity,1.85,NN,7-9
megalosaurus,1.85,NN,7-9
megaton,1.85,NN,all
meissen,1.85,JJ,10-12
melange,1.85,NN,all
melba,1.85,NN,10-12
melendez,1.85,NN,10-12
mellifera,1.85,NN,7-9
melodiously,1.85,RB,7-9
melville,1.85,NN,7-9
memorization,1.85,NN,7-9
menage,1.85,NN,all
menasha,1.85,NN,all
menelik,1.85,NN,all
menservants,1.85,NNS,10-12
mentorship,1.85,NN,all
merchantmen,1.85,NNS,10-12
mergers,1.85,NNS,10-12
merriness,1.85,NN,7-9
mesilla,1.85,NN,10-12
mesoamerica,1.85,NN,10-12
mesosphere,1.85,NN,all
metairie,1.85,NN,10-12
metatarsal,1.85,JJ,7-9
metered,1.85,JJ,all
methodological,1.85,JJ,all
metoo,1.85,NN,all
metrics,1.85,NNS,10-12
microdots,1.85,NNS,all
microprocessors,1.85,NNS,7-9
middleclass,1.85,JJ,10-12
middlings,1.85,NNS,7-9
midlothian,1.85,JJ,all
midmost,1.85,NN,10-12
midrange,1.85,JJ,all
midsize,1.85,JJ,10-12
mignon,1.85,NN,10-12
mignonette,1.85,NN,10-12
mignons,1.85,NNS,all
milanese,1.85,JJ,all
miley,1.85,NN,10-12
milkmen,1.85,NNS,7-9
millay,1.85,NN,7-9
millen,1.85,NN,10-12
millerites,1.85,NNS,10-12
millis,1.85,NN,7-9
millrace,1.85,NN,10-12
minch,1.85,NN,7-9
minesweepers,1.85,NNS,10-12
minigolf,1.85,NN,10-12
minimised,1.85,VBD,10-12
minimising,1.85,VBG,all
minna,1.85,NN,7-9
minnesotans,1.85,NNS,all
miny,1.85,NN,7-9
minyan,1.85,NN,10-12
mirrorlike,1.85,JJ,all
miscarries,1.85,NNS,10-12
misconceived,1.85,VBN,all
misconstruing,1.85,VBG,all
misdirecting,1.85,VBG,all
misdoubt,1.85,VBD,10-12
misgave,1.85,VB,10-12
miso,1.85,NN,7-9
mispronouncing,1.85,VBG,10-12
misquoted,1.85,VBN,10-12
mississippians,1.85,NNS,10-12
missouris,1.85,NN,10-12
misspelt,1.85,NN,all
misspoken,1.85,VBN,10-12
mitochondrial,1.85,JJ,all
mitzvahs,1.85,NNS,10-12
mixup,1.85,NN,7-9
mkay,1.85,NN,10-12
mme,1.85,NN,10-12
mobbing,1.85,VBG,10-12
mocktail,1.85,NN,10-12
modernization,1.85,NN,10-12
modiste,1.85,NN,10-12
modulations,1.85,NNS,10-12
moet,1.85,NN,10-12
mohammedans,1.85,NNS,10-12
mohican,1.85,NN,7-9
moil,1.85,NN,all
moisturize,1.85,VB,10-12
moithered,1.85,VBN,10-12
mollycoddle,1.85,VB,10-12
mollycoddled,1.85,VBN,7-9
molton,1.85,NN,10-12
molucca,1.85,NN,7-9
mong,1.85,NN,all
monocellular,1.85,JJ,all
monograph,1.85,NN,all
monongahela,1.85,NN,7-9
monopolising,1.85,VBG,10-12
montesquieu,1.85,NN,all
monthlong,1.85,JJ,10-12
moodier,1.85,JJR,7-9
moorefield,1.85,NN,all
moorgate,1.85,NN,7-9
mopane,1.85,JJ,7-9
morea,1.85,NN,10-12
morgensterns,1.85,NNS,7-9
mormonism,1.85,NN,7-9
motionlessness,1.85,NN,10-12
mottle,1.85,NN,10-12
mouche,1.85,NN,7-9
moults,1.85,NNS,7-9
moun,1.85,NN,7-9
mounding,1.85,VBG,7-9
mountebank,1.85,NN,7-9
mouseling,1.85,NN,all
moys,1.85,NNS,all
mpv,1.85,NN,10-12
mucilage,1.85,NN,10-12
mudbank,1.85,NN,7-9
mujahidin,1.85,NNS,all
mulching,1.85,NN,7-9
muleback,1.85,NN,10-12
mulier,1.85,JJR,all
mullions,1.85,NNS,10-12
multiethnic,1.85,JJ,10-12
multigenerational,1.85,JJ,all
multiplayer,1.85,NN,10-12
multitudinously,1.85,RB,all
multivariable,1.85,JJ,all
mummied,1.85,VBN,all
munoz,1.85,NN,10-12
munsters,1.85,NNS,7-9
muppets,1.85,NNS,10-12
murat,1.85,NN,all
murmurous,1.85,JJ,10-12
murtherers,1.85,NNS,all
musclebound,1.85,JJ,7-9
muscovy,1.85,NN,7-9
mushers,1.85,NNS,10-12
musks,1.85,NNS,7-9
mustachio,1.85,NN,all
mustafina,1.85,NN,all
mustards,1.85,NNS,7-9
mut,1.85,NN,7-9
muteness,1.85,NN,7-9
mwa,1.85,NN,10-12
mycelia,1.85,NN,10-12
mynah,1.85,NN,7-9
myopia,1.85,NN,all
myriapods,1.85,NNS,7-9
mythos,1.85,NNS,10-12
naa,1.85,NN,7-9
nabs,1.85,VBZ,all
naggingly,1.85,RB,all
nailbrush,1.85,NN,7-9
nannying,1.85,NN,10-12
napa,1.85,NN,10-12
naranjilla,1.85,NN,all
nark,1.85,NN,10-12
nasals,1.85,NNS,10-12
natally,1.85,RB,all
natch,1.85,NN,10-12
nationalised,1.85,VBN,all
naturopathic,1.85,JJ,all
nauseam,1.85,NN,all
navicular,1.85,JJ,7-9
navvies,1.85,NNS,all
nde,1.85,NN,all
nearsightedly,1.85,RB,7-9
nearsightedness,1.85,NN,7-9
neatened,1.85,VBD,10-12
neb,1.85,NN,all
neckcloths,1.85,NNS,10-12
neffy,1.85,NN,7-9
negates,1.85,VBZ,10-12
neglects,1.85,VBZ,10-12
nek,1.85,NN,all
neoplatonic,1.85,JJ,all
nephritis,1.85,NN,all
nes,1.85,NNS,10-12
nestful,1.85,NN,7-9
nethermost,1.85,JJ,10-12
nettly,1.85,RB,7-9
neuralgia,1.85,NN,all
neurology,1.85,NN,10-12
neuron,1.85,NN,7-9
neuroscience,1.85,NN,7-9
neuroscientist,1.85,NN,10-12
neuroses,1.85,NNS,all
neurosurgeon,1.85,NN,10-12
neurotransmitters,1.85,NNS,10-12
neutrino,1.85,NN,all
newsmen,1.85,NN,7-9
nichts,1.85,NNS,all
nicols,1.85,NNS,10-12
nicotiana,1.85,NN,all
nigher,1.85,NN,10-12
nighthawk,1.85,NN,10-12
nightstands,1.85,NNS,all
nightwatchmen,1.85,NN,7-9
nihil,1.85,NN,10-12
ninepenny,1.85,NN,all
nitrite,1.85,NN,all
noddle,1.85,NN,10-12
noisemakers,1.85,NNS,7-9
nolle,1.85,NN,all
nolte,1.85,NN,10-12
noncommissioned,1.85,JJ,10-12
nonentity,1.85,NN,7-9
nonexclusive,1.85,JJ,all
nonplused,1.85,JJ,7-9
nontransferable,1.85,JJ,all
noreen,1.85,JJ,all
