word,zipf,pos,age_band
chainless,1.85,JJ,all
chairmans,1.85,NNS,all
chairmanship,1.85,NN,10-12
chairmen,1.85,NNS,10-12
chalices,1.85,NNS,10-12
challah,1.85,NN,all
chandragupta,1.85,NN,10-12
chaney,1.85,NN,10-12
chapeau,1.85,NN,10-12
chapping,1.85,VBG,10-12
charlevoix,1.85,NN,all
charmaine,1.85,NN,all
chasten,1.85,VB,all
chateauroux,1.85,NN,10-12
chateaus,1.85,NN,10-12
chatterings,1.85,NNS,7-9
chattiest,1.85,JJS,7-9
chauvinistic,1.85,JJ,all
checkbooks,1.85,NNS,all
cheesier,1.85,JJR,7-9
cheltenham,1.85,NN,7-9
chequy,1.85,NN,all
ches,1.85,NNS,7-9
chewiness,1.85,NN,7-9
chicha,1.85,NN,10-12
chid,1.85,VBD,all
chieftaincy,1.85,NN,all
chinaware,1.85,NN,all
chines,1.85,NNS,10-12
chipolatas,1.85,NNS,10-12
chippendale,1.85,NN,10-12
chirring,1.85,VBG,10-12
chis,1.85,NN,10-12
chiseling,1.85,VBG,10-12
chitty,1.85,NN,10-12
chivalric,1.85,JJ,all
choctaw,1.85,JJ,10-12
choicer,1.85,JJ,10-12
choirboys,1.85,NNS,10-12
chokers,1.85,NNS,10-12
chokingly,1.85,RB,7-9
choky,1.85,JJ,7-9
chooks,1.85,NNS,7-9
chopins,1.85,NNS,7-9
choppier,1.85,JJR,7-9
choreograph,1.85,VB,7-9
choughs,1.85,NNS,10-12
chowed,1.85,VBD,7-9
christmasy,1.85,JJ,all
chromed,1.85,JJ,10-12
chucker,1.85,NN,10-12
chucklehead,1.85,NN,7-9
chuntered,1.85,VBD,7-9
churchy,1.85,JJ,10-12
chuses,1.85,VBZ,all
chutzpah,1.85,NN,7-9
cienfuegos,1.85,NNS,10-12
cinches,1.85,VBZ,all
cio,1.85,NN,10-12
cip,1.85,NN,all
circlings,1.85,NNS,10-12
citified,1.85,JJ,10-12
citric,1.85,JJ,7-9
civilising,1.85,NN,10-12
clamshells,1.85,NNS,7-9
clapometer,1.85,NN,all
clea,1.85,NN,10-12
cleek,1.85,NN,10-12
clemence,1.85,NN,7-9
clemenceau,1.85,NN,all
clerc,1.85,NN,7-9
clerkly,1.85,JJ,all
cleve,1.85,NN,all
clickbait,1.85,NN,all
cliffhangers,1.85,NNS,10-12
cline,1.85,NN,all
cloches,1.85,NNS,10-12
clockface,1.85,NN,7-9
clong,1.85,NN,10-12
clontarf,1.85,NN,all
clootie,1.85,NN,all
closeup,1.85,JJ,7-9
clusium,1.85,NN,10-12
clyster,1.85,NN,all
coachella,1.85,NN,10-12
coagulated,1.85,VBN,10-12
coagulating,1.85,VBG,all
coalesces,1.85,VBZ,all
coathanger,1.85,NN,10-12
coatless,1.85,JJ,7-9
cockade,1.85,NN,10-12
cockapoo,1.85,NN,10-12
cockatrices,1.85,NNS,7-9
cockfighting,1.85,NN,7-9
cockleshell,1.85,NN,7-9
codeword,1.85,NN,7-9
codicils,1.85,NNS,all
cods,1.85,NNS,7-9
coffered,1.85,JJ,all
cogitation,1.85,NN,10-12
cohens,1.85,NNS,all
coherency,1.85,NN,all
coifs,1.85,NNS,10-12
coir,1.85,NN,7-9
colchicum,1.85,NN,7-9
coldblooded,1.85,JJ,all
coleopteran,1.85,JJ,7-9
colibris,1.85,NN,all
collagen,1.85,NN,7-9
collectible,1.85,JJ,7-9
collectivity,1.85,NN,all
collegium,1.85,NN,all
colliery,1.85,NN,10-12
colobomata,1.85,NN,all
colourings,1.85,NNS,7-9
coltish,1.85,JJ,all
columbian,1.85,JJ,7-9
columbines,1.85,NNS,10-12
columnists,1.85,NNS,all
colvin,1.85,NN,10-12
combers,1.85,NNS,10-12
combes,1.85,NNS,all
combies,1.85,NNS,10-12
comfreys,1.85,NNS,10-12
comintern,1.85,NN,all
commandeering,1.85,VBG,10-12
commends,1.85,VBZ,10-12
commie,1.85,NN,10-12
commies,1.85,NNS,10-12
commingling,1.85,NN,all
commiserated,1.85,VBD,7-9
commissars,1.85,NNS,all
commissionaires,1.85,NNS,10-12
commonsensical,1.85,JJ,all
communicable,1.85,JJ,10-12
commutes,1.85,NNS,10-12
compassed,1.85,JJ,all
compensates,1.85,VBZ,10-12
complainants,1.85,NNS,7-9
complainers,1.85,NNS,10-12
compleat,1.85,JJ,7-9
comportment,1.85,NN,7-9
composites,1.85,NNS,10-12
composting,1.85,NN,10-12
compunctions,1.85,NNS,7-9
concatenation,1.85,NN,all
concavity,1.85,NN,10-12
concealable,1.85,JJ,all
concertos,1.85,NNS,7-9
conches,1.85,NNS,10-12
conchs,1.85,NNS,10-12
conciseness,1.85,NN,all
concomitant,1.85,JJ,10-12
concourses,1.85,NNS,all
concupiscence,1.85,NN,all
concupiscent,1.85,JJ,all
concurring,1.85,VBG,7-9
concurs,1.85,NNS,all
condoled,1.85,VBD,all
condoning,1.85,VBG,10-12
conduce,1.85,VB,all
conductive,1.85,JJ,7-9
coneys,1.85,NNS,all
confab,1.85,NN,7-9
confabulation,1.85,NN,10-12
confectioner,1.85,NN,10-12
confidantes,1.85,NNS,all
confirmatory,1.85,JJ,7-9
confiscates,1.85,VBZ,10-12
confiscations,1.85,NNS,7-9
confoundedly,1.85,RB,7-9
congenitally,1.85,RB,all
conniptions,1.85,NNS,10-12
connote,1.85,VB,all
consciousnesses,1.85,NNS,all
conservancy,1.85,NN,7-9
conservatories,1.85,NNS,all
conspires,1.85,VBZ,all
constitutionality,1.85,NN,10-12
constrictions,1.85,NNS,7-9
conta,1.85,NN,all
contadino,1.85,NN,10-12
contentedness,1.85,NN,10-12
contentions,1.85,NNS,10-12
contr,1.85,NN,all
contractual,1.85,JJ,all
contrail,1.85,NN,10-12
contrariness,1.85,NN,10-12
contretemps,1.85,NNS,all
contrives,1.85,VBZ,all
contusion,1.85,NN,10-12
convalescing,1.85,VBG,10-12
conveniency,1.85,NN,10-12
conversationalists,1.85,NNS,10-12
conveyors,1.85,NNS,all
cookings,1.85,NNS,7-9
cooms,1.85,NNS,all
copen,1.85,NN,10-12
copilots,1.85,NNS,10-12
copybooks,1.85,NNS,10-12
copyist,1.85,NN,10-12
corneas,1.85,NNS,10-12
cornerstones,1.85,NNS,10-12
cornhusk,1.85,NN,10-12
coronal,1.85,JJ,7-9
corpselike,1.85,JJ,all
corrado,1.85,NN,10-12
corrie,1.85,NN,7-9
corrode,1.85,VB,10-12
corselet,1.85,NN,10-12
coruscating,1.85,JJ,all
corvettes,1.85,NNS,10-12
cosies,1.85,NNS,7-9
cosmologies,1.85,NNS,all
cosmonauts,1.85,NNS,7-9
costumier,1.85,NN,7-9
cottontails,1.85,NNS,7-9
coul,1.85,VBP,all
councilor,1.85,NN,all
countee,1.85,NN,10-12
countenanced,1.85,VBN,all
counterarguments,1.85,NNS,10-12
counterattacks,1.85,NNS,10-12
countercurrent,1.85,NN,10-12
counterfactual,1.85,JJ,all
countermeasures,1.85,NNS,all
countermelody,1.85,NN,all
counteroffer,1.85,NN,all
counterpanes,1.85,NNS,10-12
counterstrike,1.85,NN,all
countinghouse,1.85,NN,all
countrywoman,1.85,NN,all
couper,1.85,NN,10-12
coverless,1.85,JJ,7-9
coverture,1.85,NN,10-12
coverups,1.85,NNS,7-9
cowflap,1.85,NN,all
cowgate,1.85,NN,all
cowlicks,1.85,NNS,7-9
cowman,1.85,NN,10-12
cowry,1.85,NN,10-12
coxswains,1.85,NNS,all
crabbily,1.85,RB,10-12
craftier,1.85,JJR,10-12
craftiest,1.85,JJS,7-9
cragged,1.85,JJ,10-12
crapper,1.85,NN,all
cravenly,1.85,RB,all
crayoned,1.85,VBN,10-12
creaseless,1.85,JJ,10-12
credos,1.85,NNS,all
creeds,1.85,NNS,10-12
cremona,1.85,NN,10-12
cresses,1.85,NNS,10-12
cretinous,1.85,JJ,10-12
cretonne,1.85,NN,7-9
crimpers,1.85,NNS,all
cropduster,1.85,NN,7-9
crosstrees,1.85,NNS,10-12
croswell,1.85,NN,10-12
croton,1.85,NN,10-12
crucis,1.85,NN,10-12
crumply,1.85,JJ,7-9
crunchers,1.85,NNS,7-9
crup,1.85,NN,10-12
crustacea,1.85,NN,7-9
cryptogram,1.85,NN,10-12
cta,1.85,NN,7-9
ctrl,1.85,NN,all
cuadrillero,1.85,NN,all
cuca,1.85,NN,10-12
cuck,1.85,NN,7-9
culpably,1.85,RB,all
cultivator,1.85,NN,all
cumae,1.85,NNS,all
cuneiform,1.85,NN,10-12
curia,1.85,NN,all
curmudgeonly,1.85,RB,all
currycomb,1.85,NN,7-9
cursorily,1.85,RB,all
curtal,1.85,JJ,all
curveballs,1.85,NNS,all
cussedness,1.85,NN,7-9
cutbacks,1.85,NNS,7-9
cyclades,1.85,NNS,10-12
cyclonic,1.85,JJ,10-12
cynosure,1.85,NN,all
cyphers,1.85,NNS,10-12
cyst,1.85,NN,10-12
cytoplasm,1.85,NN,10-12
czars,1.85,NNS,7-9
dade,1.85,NN,all
dado,1.85,NN,10-12
daeva,1.85,NN,7-9
daggett,1.85,NN,10-12
dahomey,1.85,JJ,7-9
daintiest,1.85,JJS,10-12
daladier,1.85,NN,all
damasked,1.85,VBN,all
damme,1.85,NN,10-12
dandified,1.85,JJ,10-12
danishes,1.85,NNS,all
darky,1.85,NN,10-12
darndest,1.85,JJS,7-9
dartford,1.85,NN,all
datsun,1.85,NN,all
daud,1.85,NN,10-12
daughtry,1.85,NN,all
dav,1.85,NN,10-12
daylilies,1.85,NNS,10-12
deactivates,1.85,VBZ,all
deadbeats,1.85,NNS,all
deadheading,1.85,VBG,7-9
deadlights,1.85,NNS,10-12
deadman,1.85,NN,10-12
dealerships,1.85,NNS,7-9
deanery,1.85,NN,10-12
deann,1.85,NN,all
debaucheries,1.85,NNS,all
debilitate,1.85,VB,all
debility,1.85,NN,all
debuts,1.85,NNS,10-12
decant,1.85,VB,all
deceivers,1.85,NNS,all
decencies,1.85,NNS,10-12
deckhands,1.85,NNS,7-9
declamatory,1.85,JJ,10-12
declassified,1.85,VBN,10-12
declension,1.85,NN,10-12
declensions,1.85,NNS,10-12
decoders,1.85,NNS,7-9
decodes,1.85,NNS,all
decompiled,1.85,VBN,all
decomposers,1.85,NNS,7-9
decompressing,1.85,VBG,10-12
decontaminate,1.85,VB,all
decontamination,1.85,NN,10-12
defaming,1.85,VBG,all
deflation,1.85,NN,7-9
defray,1.85,VB,7-9
defusing,1.85,VBG,7-9
degas,1.85,NNS,7-9
dehumidifier,1.85,NN,10-12
delancey,1.85,NN,10-12
delawares,1.85,NNS,7-9
deletes,1.85,VBZ,7-9
delineating,1.85,VBG,all
deluges,1.85,NNS,7-9
demain,1.85,NN,10-12
dematerialisation,1.85,NN,10-12
dematerialized,1.85,VBD,7-9
demoniac,1.85,JJ,all
demonically,1.85,RB,7-9
demonized,1.85,VBN,7-9
demonizing,1.85,NN,all
demoralization,1.85,NN,all
demos,1.85,NNS,7-9
deniability,1.85,NN,all
denier,1.85,NN,all
deprecated,1.85,VBD,all
depreciated,1.85,VBD,all
depredation,1.85,NN,all
depressant,1.85,NN,all
dept,1.85,NN,10-12
deputize,1.85,VB,10-12
deride,1.85,VB,7-9
dering,1.85,VBG,10-12
descrying,1.85,VBG,all
desertions,1.85,NNS,all
designedly,1.85,RB,all
desktops,1.85,NNS,10-12
despondence,1.85,NN,7-9
destabilising,1.85,JJ,10-12
detergents,1.85,NNS,all
dethrone,1.85,VB,all
detracted,1.85,VBD,7-9
deuced,1.85,JJ,all
developmentally,1.85,RB,10-12
deviates,1.85,VBZ,all
devine,1.85,NN,all
devizes,1.85,NNS,10-12
dewlap,1.85,NN,10-12
dewlaps,1.85,NNS,all
dexedrine,1.85,NN,all
dhobi,1.85,NN,all
diabetics,1.85,NNS,10-12
diapered,1.85,JJ,10-12
diazinon,1.85,NN,10-12
dicaprio,1.85,NN,7-9
dickey,1.85,NN,7-9
dickies,1.85,NNS,10-12
diddies,1.85,NNS,all
diddling,1.85,VBG,7-9
diddly,1.85,RB,10-12
differentiates,1.85,VBZ,all
digressed,1.85,VBD,all
dikdik,1.85,NN,all
dilli,1.85,NN,all
dilutes,1.85,VBZ,all
dimity,1.85,NN,10-12
dimwits,1.85,NNS,7-9
dingbats,1.85,NNS,10-12
dingiest,1.85,JJS,10-12
dinnerware,1.85,NN,10-12
dinsdale,1.85,JJ,10-12
directorships,1.85,NNS,10-12
dirtily,1.85,RB,10-12
disaffection,1.85,NN,all
disagreeableness,1.85,NN,10-12
disbursements,1.85,NNS,10-12
discomfit,1.85,VB,all
disconcert,1.85,VB,7-9
discontentedly,1.85,RB,7-9
discontents,1.85,NNS,10-12
discordantly,1.85,RB,all
discoverers,1.85,NNS,7-9
disemboweling,1.85,VBG,10-12
disenchanting,1.85,VBG,10-12
disharmony,1.85,NN,all
dishevelment,1.85,NN,7-9
dishonors,1.85,VBZ,all
disinheriting,1.85,VBG,7-9
disinherits,1.85,VBZ,7-9
dislodges,1.85,VBZ,7-9
dismemberments,1.85,NNS,all
dismissals,1.85,NNS,all
disporting,1.85,VBG,7-9
disproportion,1.85,NN,10-12
disquiets,1.85,NNS,all
disruptor,1.85,NN,10-12
dissembler,1.85,NN,10-12
dissemblers,1.85,NNS,10-12
distempered,1.85,JJ,10-12
distil,1.85,VB,10-12
distilleries,1.85,NNS,10-12
distributive,1.85,JJ,10-12
disunity,1.85,NN,10-12
ditties,1.85,NNS,10-12
ditton,1.85,NN,all
divi,1.85,NN,7-9
divinest,1.85,NN,all
dixieland,1.85,NN,all
dnc,1.85,NN,all
doat,1.85,VB,all
docent,1.85,NN,all
docketed,1.85,VBD,all
dockets,1.85,NNS,10-12
doctorates,1.85,NNS,10-12
dogcatcher,1.85,NN,all
doggery,1.85,NN,10-12
dogleg,1.85,NN,all
dogshit,1.85,NN,all
dolley,1.85,JJ,10-12
dolorously,1.85,RB,10-12
domelike,1.85,JJ,7-9
domine,1.85,JJ,all
dominguez,1.85,NN,10-12
dominie,1.85,NN,10-12
donn,1.85,NN,10-12
doodads,1.85,NNS,7-9
doodler,1.85,NN,7-9
doohickey,1.85,NN,7-9
doomy,1.85,JJ,7-9
doorframes,1.85,NNS,10-12
doorhandle,1.85,NN,7-9
doorkeepers,1.85,NNS,10-12
doormats,1.85,NNS,10-12
doornails,1.85,NNS,7-9
doos,1.85,NNS,10-12
dorados,1.85,NNS,10-12
doubtingly,1.85,RB,all
douches,1.85,NNS,all
doulton,1.85,NN,10-12
dowell,1.85,NN,7-9
dowls,1.85,NNS,all
downby,1.85,JJ,10-12
downey,1.85,NN,7-9
downlands,1.85,NNS,10-12
downpatrick,1.85,NN,all
downshifted,1.85,VBD,10-12
downton,1.85,NN,10-12
dowsers,1.85,NNS,all
doz,1.85,NN,10-12
dozer,1.85,NN,7-9
dq,1.85,NN,all
draggy,1.85,JJ,10-12
dragline,1.85,NN,7-9
dramatis,1.85,NN,all
dramatizing,1.85,VBG,10-12
drammach,1.85,NN,10-12
draughtsman,1.85,NN,10-12
dravidian,1.85,JJ,7-9
drawbridges,1.85,NNS,7-9
dreamier,1.85,JJR,7-9
dreaminess,1.85,NN,7-9
dree,1.85,NN,10-12
dri,1.85,NN,all
dromedary,1.85,JJ,10-12
drouth,1.85,NN,10-12
drugget,1.85,NN,10-12
drummonds,1.85,NNS,7-9
dryas,1.85,NNS,10-12
drydock,1.85,NN,all
dubs,1.85,VBZ,7-9
ducal,1.85,JJ,all
duckweed,1.85,NN,7-9
duelist,1.85,NN,all
dugan,1.85,NN,all
dullards,1.85,NNS,all
dumbasses,1.85,NNS,all
dunlops,1.85,NNS,7-9
dupin,1.85,NN,10-12
duping,1.85,VBG,10-12
duran,1.85,NN,10-12
durians,1.85,NNS,10-12
dustup,1.85,NN,7-9
dybbuk,1.85,NN,all
dysart,1.85,NN,10-12
eaglets,1.85,NNS,7-9
eartha,1.85,JJ,10-12
eastwood,1.85,NN,10-12
eca,1.85,IN,10-12
ecocide,1.85,NN,10-12
ecologist,1.85,NN,7-9
economise,1.85,VB,10-12
economizing,1.85,VBG,10-12
ecto,1.85,NN,all
edm,1.85,NN,all
edp,1.85,NN,7-9
eelgrass,1.85,NN,10-12
eeoc,1.85,NN,all
effete,1.85,JJ,all
efficiencies,1.85,NNS,10-12
effluvia,1.85,NN,all
effortfully,1.85,RB,7-9
egerton,1.85,NN,10-12
egoistic,1.85,JJ,all
egotist,1.85,NN,all
egret,1.85,NN,7-9
eider,1.85,NN,7-9
eidolons,1.85,NNS,all
ejaculating,1.85,VBG,all
elastics,1.85,NNS,10-12
elc,1.85,NN,7-9
electrochemical,1.85,JJ,all
electromagnet,1.85,NN,7-9
electronica,1.85,NN,all
elision,1.85,NN,10-12
ellicott,1.85,NN,7-9
elnath,1.85,NN,all
elt,1.85,NN,7-9
elucidation,1.85,NN,all
elver,1.85,NN,10-12
elytron,1.85,NN,7-9
emancipator,1.85,NN,10-12
embalm,1.85,VB,10-12
embodying,1.85,VBG,10-12
emceeing,1.85,VBG,all
emcees,1.85,NNS,all
eme,1.85,NN,all
emeraude,1.85,NN,7-9
emerita,1.85,NN,10-12
emoluments,1.85,NNS,all
emotionality,1.85,NN,all
emotionlessly,1.85,RB,all
empanada,1.85,NN,10-12
emphysema,1.85,NN,10-12
emplaced,1.85,VBD,all
empyrean,1.85,JJ,10-12
enamels,1.85,NNS,10-12
encases,1.85,VBZ,10-12
enchantresses,1.85,NNS,7-9
enchants,1.85,VBZ,10-12
encomiums,1.85,NNS,all
endospores,1.85,NNS,10-12
endowing,1.85,VBG,10-12
enflamed,1.85,VBN,10-12
englishness,1.85,NN,10-12
englishwomen,1.85,NNS,7-9
engrained,1.85,VBN,7-9
engross,1.85,VB,all
enlarges,1.85,VBZ,10-12
enlightens,1.85,VBZ,all
enquires,1.85,VBZ,10-12
enright,1.85,NN,10-12
ensembles,1.85,NNS,7-9
enshroud,1.85,VB,10-12
enslavers,1.85,NNS,7-9
ensorcelled,1.85,VBN,10-12
entente,1.85,NN,all
enthrall,1.85,VB,all
enticements,1.85,NNS,all
entomb,1.85,VB,10-12
entrench,1.85,VB,10-12
entrenchments,1.85,NNS,10-12
entrusts,1.85,VBZ,7-9
epicurean,1.85,JJ,all
epicures,1.85,NNS,7-9
epigenetics,1.85,NNS,10-12
epinephrine,1.85,NN,all
epiphenomenal,1.85,JJ,all
epistolary,1.85,JJ,all
epub,1.85,NN,all
equalizer,1.85,NN,all
equating,1.85,VBG,all
equerry,1.85,NN,all
equilibrists,1.85,NNS,7-9
eral,1.85,NN,10-12
eri,1.85,NN,10-12
erinyes,1.85,NNS,all
erns,1.85,NNS,all
erogenous,1.85,JJ,all
errs,1.85,VBZ,7-9
escher,1.85,NN,all
escutcheon,1.85,NN,all
espalier,1.85,NN,7-9
espousing,1.85,VBG,all
esquires,1.85,NNS,all
essayist,1.85,NN,7-9
essed,1.85,VBN,all
ethnically,1.85,RB,10-12
eto,1.85,NN,10-12
etonians,1.85,NNS,10-12
etons,1.85,NNS,10-12
etruria,1.85,NN,all
etymological,1.85,JJ,all
euchre,1.85,NN,all
eugenicists,1.85,NNS,all
euh,1.85,NN,10-12
eulogium,1.85,NN,all
euphorbia,1.85,NN,7-9
eurydice,1.85,NN,10-12
eustis,1.85,NNS,10-12
evangelism,1.85,NN,all
everyman,1.85,NN,all
evidentiary,1.85,JJ,all
evillest,1.85,NN,7-9
exalts,1.85,VBZ,10-12
excisemen,1.85,NN,10-12
excluder,1.85,NN,10-12
exclusiveness,1.85,NN,all
excommunication,1.85,NN,10-12
excreta,1.85,NN,all
excrete,1.85,VB,10-12
exec,1.85,NN,10-12
execrate,1.85,VB,all
execration,1.85,NN,all
exemplar,1.85,NN,10-12
exhilaratingly,1.85,RB,10-12
exhumed,1.85,VBD,all
existentialists,1.85,NNS,all
exonerate,1.85,VB,10-12
exorcize,1.85,VB,10-12
expansionism,1.85,NN,10-12
expatiated,1.85,VBD,10-12
expatiating,1.85,VBG,10-12
expatriated,1.85,VBN,all
expeditiously,1.85,RB,all
expiry,1.85,NN,7-9
expostulations,1.85,NNS,all
extenuate,1.85,VB,all
extirpated,1.85,VBN,10-12
extradited,1.85,VBN,10-12
extrapolate,1.85,VB,all
extruding,1.85,VBG,10-12
eyedrops,1.85,NNS,10-12
eyepatches,1.85,NNS,7-9
fabio,1.85,NN,all
failsafe,1.85,JJ,10-12
fainters,1.85,NNS,10-12
fairways,1.85,NNS,7-9
falco,1.85,NN,7-9
fallows,1.85,NNS,10-12
falser,1.85,NN,10-12
fanciable,1.85,JJ,10-12
fancifully,1.85,RB,all
fandango,1.85,NN,7-9
fanfic,1.85,JJ,all
fangy,1.85,JJ,7-9
fanks,1.85,NNS,7-9
fanlike,1.85,JJ,10-12
fantasising,1.85,VBG,7-9
fara,1.85,NN,7-9
farand,1.85,NN,7-9
farness,1.85,NN,7-9
farnsworth,1.85,NN,7-9
farouk,1.85,NN,10-12
farrago,1.85,NN,10-12
farthingales,1.85,NNS,10-12
fashed,1.85,VBN,10-12
fashionista,1.85,NN,10-12
faso,1.85,NN,10-12
fastballs,1.85,NNS,7-9
faxing,1.85,VBG,all
federated,1.85,JJ,7-9
feeing,1.85,NN,7-9
fellahs,1.85,NNS,7-9
feltlike,1.85,JJ,all
fenugreek,1.85,NN,7-9
fergana,1.85,NN,all
ferro,1.85,NN,all
festal,1.85,JJ,7-9
ffi,1.85,NN,10-12
fictionalized,1.85,JJ,10-12
fiddlestick,1.85,NN,10-12
fiefs,1.85,NNS,all
fieldfares,1.85,NNS,all
fiestas,1.85,NNS,10-12
fightings,1.85,NNS,10-12
filbert,1.85,NN,all
fillers,1.85,NNS,all
filleted,1.85,VBD,7-9
fillip,1.85,NN,10-12
finalise,1.85,VB,7-9
findlay,1.85,NN,all
firebombed,1.85,VBN,10-12
firebugs,1.85,NNS,all
firefall,1.85,NN,10-12
firelighters,1.85,NNS,10-12
firelocks,1.85,NNS,10-12
fishbone,1.85,NN,7-9
fishbones,1.85,NNS,7-9
fishcakes,1.85,NNS,10-12
fisherwoman,1.85,NN,10-12
fishily,1.85,RB,7-9
fishpool,1.85,NN,10-12
fitters,1.85,NNS,10-12
fitton,1.85,NN,all
fivefold,1.85,RB,10-12
fixations,1.85,NNS,all
fixe,1.85,NN,7-9
flagellate,1.85,NN,7-9
flagg,1.85,NN,all
flagman,1.85,NN,10-12
flagrantly,1.85,RB,10-12
flameless,1.85,JJ,10-12
flameout,1.85,NN,all
flammarion,1.85,NN,7-9
flanges,1.85,NNS,10-12
flashier,1.85,JJR,7-9
flatfoot,1.85,NN,7-9
flatlined,1.85,VBD,all
flatmates,1.85,NNS,all
flatty,1.85,NN,all
flav,1.85,NN,all
flavorful,1.85,JJ,7-9
flavorless,1.85,JJ,10-12
flavourings,1.85,NNS,7-9
flavoursome,1.85,NN,7-9
fleshworm,1.85,NN,all
flimp,1.85,NN,all
flimsies,1.85,NNS,10-12
flintstones,1.85,NNS,10-12
flipbook,1.85,NN,7-9
flitches,1.85,NNS,7-9
flivver,1.85,NN,10-12
flodden,1.85,NN,10-12
floodlighted,1.85,JJ,all
flophouse,1.85,NN,all
florry,1.85,NN,all
floweriest,1.85,NN,7-9
flunkey,1.85,NN,7-9
flustering,1.85,VBG,10-12
flutey,1.85,JJ,7-9
flutist,1.85,NN,10-12
flyboys,1.85,NNS,all
flyovers,1.85,NNS,7-9
flyting,1.85,NN,7-9
flyweight,1.85,NN,10-12
flywheel,1.85,NN,7-9
foaled,1.85,VBN,10-12
fobbed,1.85,VBN,10-12
foemen,1.85,NN,all
fogbound,1.85,JJ,10-12
foggier,1.85,JJR,7-9
foldable,1.85,JJ,10-12
folksy,1.85,JJ,7-9
folktale,1.85,NN,10-12
footway,1.85,NN,10-12
forby,1.85,NN,10-12
foreboded,1.85,VBN,10-12
forecourts,1.85,NNS,7-9
forequarters,1.85,NNS,10-12
foreshadow,1.85,VB,all
forfear,1.85,NN,10-12
formalise,1.85,VB,10-12
formosa,1.85,NN,7-9
fortunetelling,1.85,NN,7-9
foursquare,1.85,NN,7-9
frag,1.85,NN,10-12
frailest,1.85,JJS,7-9
franck,1.85,NN,all
fraternities,1.85,NNS,10-12
fraudsters,1.85,NNS,7-9
freakiness,1.85,NN,10-12
frederik,1.85,JJ,10-12
freebies,1.85,NNS,10-12
freeloading,1.85,JJ,10-12
freewheel,1.85,NN,10-12
freewheeled,1.85,VBD,10-12
frenemy,1.85,NN,7-9
frilling,1.85,NN,all
frippery,1.85,NN,10-12
frito,1.85,NN,all
frivolously,1.85,RB,all
froglike,1.85,JJ,7-9
frome,1.85,NN,10-12
fronded,1.85,JJ,10-12
frontiersmen,1.85,NNS,10-12
frowningly,1.85,RB,all
frowsy,1.85,JJ,7-9
frugally,1.85,RB,10-12
frumenty,1.85,NN,10-12
ftp,1.85,NN,10-12
fulltime,1.85,RB,7-9
fulminating,1.85,VBG,all
fumigate,1.85,VB,10-12
funks,1.85,NNS,10-12
furder,1.85,NN,10-12
fy,1.85,NN,10-12
fyodor,1.85,NN,all
gabbro,1.85,NN,10-12
gadarene,1.85,NN,10-12
gads,1.85,NNS,7-9
gaffed,1.85,VBD,7-9
galabiya,1.85,NN,10-12
galas,1.85,NNS,10-12
galateas,1.85,NNS,10-12
gallia,1.85,NN,all
gallivant,1.85,VB,7-9
galvanise,1.85,VB,10-12
gamboled,1.85,VBD,10-12
gametes,1.85,NNS,all
gamey,1.85,JJ,10-12
ganache,1.85,NN,7-9
ganglia,1.85,NNS,10-12
gapin,1.85,NN,7-9
garbages,1.85,NNS,7-9
garber,1.85,NN,all
garo,1.85,NN,10-12
garwood,1.85,NN,all
gasser,1.85,NN,all
gatehouses,1.85,NNS,10-12
gath,1.85,NN,10-12
gatlinburg,1.85,NN,all
gaucherie,1.85,NN,all
gauguin,1.85,NN,7-9
gauzes,1.85,NNS,10-12
gawkily,1.85,RB,7-9
gawpers,1.85,NNS,10-12
gci,1.85,NN,all
geal,1.85,NN,10-12
gearboxes,1.85,NNS,7-9
gelid,1.85,JJ,all
gelling,1.85,VBG,7-9
generalised,1.85,VBN,all
generalize,1.85,VB,all
generall,1.85,NN,all
generically,1.85,RB,all
genetical,1.85,JJ,all
genuflection,1.85,NN,all
genuflects,1.85,NNS,all
geocentric,1.85,JJ,10-12
geode,1.85,NN,10-12
geodesic,1.85,JJ,all
geopolitical,1.85,JJ,10-12
geostrategic,1.85,JJ,all
gerfalcon,1.85,NN,all
gericault,1.85,NN,10-12
gerunds,1.85,NNS,7-9
getups,1.85,NNS,all
gev,1.85,NN,10-12
ghazal,1.85,JJ,all
ghazals,1.85,NNS,all
ghent,1.85,NN,10-12
ghylls,1.85,NNS,all
gibes,1.85,NNS,7-9
gigabytes,1.85,NNS,10-12
gild,1.85,VB,all
gillette,1.85,NN,10-12
gilmore,1.85,NN,10-12
ginning,1.85,NN,10-12
giralda,1.85,NN,10-12
glammed,1.85,VBN,10-12
glamorgan,1.85,JJ,10-12
glassblowers,1.85,NNS,all
glassiness,1.85,NN,all
glasslike,1.85,JJ,7-9
glaucous,1.85,JJ,7-9
gleanings,1.85,NNS,7-9
gled,1.85,VBN,7-9
glim,1.85,NN,10-12
glissade,1.85,NN,10-12
glisters,1.85,VBZ,10-12
gloater,1.85,NN,7-9
glops,1.85,NNS,7-9
gloveless,1.85,JJ,10-12
glump,1.85,NN,7-9
gm,1.85,NN,10-12
gnp,1.85,NN,10-12
goalmouth,1.85,NN,7-9
goalscorers,1.85,NNS,7-9
goatees,1.85,NNS,all
goatsbeard,1.85,NN,7-9
godchildren,1.85,NNS,7-9
godot,1.85,NN,10-12
goggly,1.85,JJ,7-9
gogmagog,1.85,NN,7-9
gome,1.85,VB,7-9
gondolier,1.85,NN,7-9
gonks,1.85,NNS,10-12
